entity_name,name_variants,total_units,brands_operated,brand_count,is_multi_brand,primary_state,all_states,state_count,restaurant_phone,sample_address,apollo_company,apollo_email,apollo_linkedin,apollo_title
Est Of Peter K Hunt,,1,McDonald's,1,No,NY,NY,1,631-298-8042,8850 MAIN RD NY 25,,,,
Christopher A Norman,,1,McDonald's,1,No,NY,NY,1,212-283-0559,2379 ADAM CLAYTON POWELL JR BLVD,,,,
David P Singelyn,,1,McDonald's,1,No,NY,NY,1,716-372-4945,2510 W STATE STREET,,,,
Marianne Spillane,,1,McDonald's,1,No,NY,NY,1,718-876-6088,803 FOREST AVE,,,,
Sandra J Haefner,,1,McDonald's,1,No,NY,NY,1,716-674-7170,1154 UNION RD,,,,
Patrick C Miller,,1,McDonald's,1,No,NY,NY,1,718-746-6063,160-11 WILLETS POINT BLVD,,,,
Ronald Fithen,,1,McDonald's,1,No,NY,NY,1,585-223-7351,,,,,
Michael Anderer,,1,McDonald's,1,No,NY,NY,1,516-764-2443,,,,,
Nancy Wilkes,,1,McDonald's,1,No,NY,NY,1,315-946-0027,,,,,
Clark Brink,,1,McDonald's,1,No,NY,NY,1,518-587-2339,,,,,
Paul Ross,,1,McDonald's,1,No,NY,NY,1,315-472-5556,,,,,
Huntington Pizza Llc,,1,Pizza Hut,1,No,NY,NY,1,631/306-7006,1888 New York Ave,,,,
Middle Island Pizza Llc,,1,Pizza Hut,1,No,NY,NY,1,631/448-8080,858 Middle Country Rd,,,,
"Patchogue Pizza, Llc",,1,Pizza Hut,1,No,NY,NY,1,631/475-0271,500 Medford Avenue,,,,
"Shirley Pizza, Llc",,1,Pizza Hut,1,No,NY,NY,1,631/772-6600,534 William Floyd Parkway,,,,
Mafj Bronx Donuts Llc,,1,Pizza Hut,1,No,NY,NY,1,718/792-3686,2148 White Plains Road,,,,
"Knc Holdings, Inc.",,1,Pizza Hut,1,No,NY,NY,1,518783=2100,1114 Troy Schenectady Rd.,,,,
Jcsk Corp.,,1,Pizza Hut,1,No,NY,NY,1,718/570-9271,13W 100th Street,,,,
Taco And Pizza Inc.,,1,Pizza Hut,1,No,NY,NY,1,631/269-5209,785 Flushing Avenue,,,,
1601 Jamaica Llc,,1,Pizza Hut,1,No,NY,NY,1,347/885-4287,16001 Jamaica Avenue,,,,
Albany Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(518) 608-6476,1 Crossgates Mall Road,,,,
2226 Astoria Chicken Llc,,1,Popeyes,1,No,NY,NY,1,631-460-3353,22-26 31st St,,,,
48 Street Food Corp,,1,Popeyes,1,No,NY,NY,1,(347) 774-2406,32-78 48th Street,,,,
"South Shore'S Favorite Chicken, Llc",,1,Popeyes,1,No,NY,NY,1,(631) 666-4621,1701 Sunrise HIghway,,,,
"Your Chicken Co, Inc.",,1,Popeyes,1,No,NY,NY,1,(929) 255-4948,222-10 - Northern Blvd,,,,
Brentwood Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(631) 888-3337,1825 Brentwood Road,,,,
1769 Jerome Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(929) 626-8894,1769 Jerome Ave,,,,
1905 Story Operating Corp.,,1,Popeyes,1,No,NY,NY,1,(718) 239-0999,1905 Story Ave,,,,
"2174 White Plains Operating, Llc",,1,Popeyes,1,No,NY,NY,1,(347) 851-3001,2176-A White Plains Road,,,,
2690 Chicken Corp,,1,Popeyes,1,No,NY,NY,1,(718) 548-3010,119 W Kingsbridge Rd,,,,
2751 Boston Operating Corp.,,1,Popeyes,1,No,NY,NY,1,(718) 994-2606,2751 Boston Rd,,,,
3411 Jerome Ave Corp,,1,Popeyes,1,No,NY,NY,1,(929) 222-5000,3411 Jerome Avenue,,,,
3555 White Plains Bg Llc,,1,Popeyes,1,No,NY,NY,1,(347) 341-5235,3555 White Plains Road,,,,
"4399 Bronx Chicken, Llc",,1,Popeyes,1,No,NY,NY,1,(718) 653-1100,4397 White Plains Rd.,,,,
Bay Plaza Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(718) 320-3600,360 Baychester Ave,,,,
Baychester Chicken Bg Llc,,1,Popeyes,1,No,NY,NY,1,(347) 945-4700,1201 E 233rd St,,,,
Boston Post Rd Chicken Co. Inc,,1,Popeyes,1,No,NY,NY,1,(1347) 275-6644,3500 Boston Road,,,,
"Bruckner Chicken, Llc",,1,Popeyes,1,No,NY,NY,1,(718) 708-4109,1600 Bruckner Boulevard,,,,
Coney Food Of Ny Llc,,1,Popeyes,1,No,NY,NY,1,(347) 281-4330,815 Hutchinson River Parkway,,,,
Nargis Food Corp.,,1,Popeyes,1,No,NY,NY,1,(718) 220-5606,2195 Grand Concourse,,,,
Unique Chicken Food Corp.,,1,Popeyes,1,No,NY,NY,1,(718) 684-6633,130 Westchester Avenue,,,,
"1101 Rutland Road Chicken, Llc.",,1,Popeyes,1,No,NY,NY,1,(347) 365-6510,1101 Rutland Rd,,,,
"1153 Fulton St Bg, Llc",,1,Popeyes,1,No,NY,NY,1,(718) 230-8918,1153 Fulton St,,,,
1159 Utica Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(347) 588-4012,1159 Utica Ave,,,,
1316 Broadway Chicken Corp,,1,Popeyes,1,No,NY,NY,1,347-240-0058,1322 Broadway,,,,
137 Nasary Food Corp.,,1,Popeyes,1,No,NY,NY,1,(718) 919-3451,1128 Myrtle Ave,,,,
1422 Fulton Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(718) 604-4792,1422 Fulton St,,,,
1556 Premier Chicken Corp.,,1,Popeyes,1,No,NY,NY,1,(347) 425-1537,1560 Broadway,,,,
2102 Ralph Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(1347) 304-9319,2102 Ralph Ave,,,,
275 Broadway Corp,,1,Popeyes,1,No,NY,NY,1,(347) 599-0469,275 Broadway,,,,
3342 Fulton Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(347) 588-4003,3342 Fulton St,,,,
5100 Kings Llc,,1,Popeyes,1,No,NY,NY,1,(718) 377-3508,5100 Kings Plaza,,,,
520 Clarkson Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(718) 552-2921,520 Clarkson Ave,,,,
712 Brooklyn Broadway Corp.,,1,Popeyes,1,No,NY,NY,1,(929) 387-8513,712 Broadway,,,,
736 Linden Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(347) 663-8668,736 Linden Blvd,,,,
"760 New Lots Chicken, Llc",,1,Popeyes,1,No,NY,NY,1,(718) 649-0413,760 New Lots Avenue,,,,
8221 Flatlands Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(718) 513-4911,8221 Flatlands Ave,,,,
850 Pennsylvania Ave Chicken Inc.,,1,Popeyes,1,No,NY,NY,1,(718) 485-0500,850 Pennsylvania Ave,,,,
"Aaa Food Services, Llc",,1,Popeyes,1,No,NY,NY,1,(718) 975-2995,709 Brighton Beach Avenue,,,,
Afb Food Corp.,,1,Popeyes,1,No,NY,NY,1,(718) 566-7237,682 Rockaway Ave,,,,
Best Chicken Enterprise Inc.,,1,Popeyes,1,No,NY,NY,1,(718) 566-0566,9216 Church Ave,,,,
Crispy Food Corp.,,1,Popeyes,1,No,NY,NY,1,(1718) 676-9535,1220 Surf Ave,,,,
Global Chicken Corp,,1,Popeyes,1,No,NY,NY,1,(347) 365-6751,243 Nostrand Avenue,,,,
Lr 918 Food Corp Llc.,,1,Popeyes,1,No,NY,NY,1,(347) 916-0204,918 Manhattan Ave,,,,
"Mermaid Chicken, Llc",,1,Popeyes,1,No,NY,NY,1,(718) 872-5772,3019 Mermaid Avenue,,,,
"Nostrand Ave Chicken, Llc",,1,Popeyes,1,No,NY,NY,1,(347) 462-1545,3764 Nostrand Ave,,,,
Oscars Chicken Corp,,1,Popeyes,1,No,NY,NY,1,(347) 404-7042,1052 Flushing Avenue,,,,
"Rockaway Parkway Chicken, Llc",,1,Popeyes,1,No,NY,NY,1,+1 (347) 702-8092,2082 Rockaway Pkwy,,,,
Sunshine Food Corp,,1,Popeyes,1,No,NY,NY,1,(718) 576-3092,552 3rd Ave,,,,
Value Chicken Inc.,,1,Popeyes,1,No,NY,NY,1,(718) 257-2065,1375 Rockaway Pkwy,,,,
Zezo Food Services Llc,,1,Popeyes,1,No,NY,NY,1,(718) 381-9681,1465 Myrtle Ave,,,,
Central Islip Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(631) 439-0966,60 N Research Pl,,,,
"Woodburry Chicken, Llc",,1,Popeyes,1,No,NY,NY,1,(845) 827-0105,20 - Centre Dr,,,,
3497 Chicken Corp,,1,Popeyes,1,No,NY,NY,1,(716) 393-3409,3497 Union Road,,,,
57Th Ave Chicken Corp.,,1,Popeyes,1,No,NY,NY,1,(718) 592-5700,9623 57th Ave,,,,
Roosevelt Ave Chicken Corp,,1,Popeyes,1,No,NY,NY,1,(347) 813-4940,102-18 Roosevelt Ave,,,,
Deer Park Chicken Corp,,1,Popeyes,1,No,NY,NY,1,(631) 940-7903,1670 Deer Park Ave,,,,
4890 Chicken Corp,,1,Popeyes,1,No,NY,NY,1,716-309-2765,4890 Transit Rd,,,,
"Astoria Chicken, Inc.",,1,Popeyes,1,No,NY,NY,1,(718) 205-6024,8310 Astoria Blvd,,,,
Bright Venture Groups Llc,,1,Popeyes,1,No,NY,NY,1,(718) 779-7728,4010 82nd St,,,,
"Elmsford Chicken, Llc.",,1,Popeyes,1,No,NY,NY,1,(603) 782-8596,323 Tarrytown Rd,,,,
"171-50 Northern Chicken, Llc.",,1,Popeyes,1,No,NY,NY,1,845-669-7789,171-50 Northern Blvd,,,,
70-09 Parsons Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(1929) 344-6607,70-9 Parsons Blvd,,,,
"Pop Of Roosevelt Field, Inc.",,1,Popeyes,1,No,NY,NY,1,(934) 200-5885,630 Old Country Rd,,,,
8324 Woodhaven Chicken Llc.,,1,Popeyes,1,No,NY,NY,1,347-475-0750,8324 Woodhaven Blvd,,,,
Haverstraw Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(845) 241-0205,246 - Route 9W,,,,
780 Fulton Chicken Corp.,,1,Popeyes,1,No,NY,NY,1,(516) 486-0416,780 Fulton Ave,,,,
Lal Chicken Corp.,,1,Popeyes,1,No,NY,NY,1,(718) 736-8310,20520 Jamaica Ave,,,,
"Huntington Chicken, Llc",,1,Popeyes,1,No,NY,NY,1,(631) 824-6142,325 West Jericho Turnpike,,,,
Best Food World Inc.,,1,Popeyes,1,No,NY,NY,1,(718) 298-9000,9215 Parsons Blvd,,,,
Genting New York Llc,,1,Popeyes,1,No,NY,NY,1,(718) 215-3308,11000 Rockaway Blvd,,,,
"Mt. Vernon Chicken, Llc",,1,Popeyes,1,No,NY,NY,1,(914) 664-5646,65 E Prospect Ave,,,,
United 200 Llc,,1,Popeyes,1,No,NY,NY,1,845-224-2121,125 Market St. East,,,,
"New Rochelle Chicken, Llc",,1,Popeyes,1,No,NY,NY,1,(914) 365-2909,8 Joyce Road,,,,
"New Windsor Chicken, Llc",,1,Popeyes,1,No,NY,NY,1,(845) 787-0734,330 Windsor Hwy,,,,
101 Delancy Chicken Corp.,,1,Popeyes,1,No,NY,NY,1,(646) 490-5315,101 - Delancey St,,,,
111 Fulton Chicken Llc,,1,Popeyes,1,No,NY,NY,1,929-579-0553,111 Fulton St,,,,
1243 Chicken Corp.,,1,Popeyes,1,No,NY,NY,1,(212) 781-1570,601 W 172nd St,,,,
"125 Canal, Inc.",,1,Popeyes,1,No,NY,NY,1,(212) 966-7077,125 Canal St,,,,
135 Chicken Corp.,,1,Popeyes,1,No,NY,NY,1,(646) 368-9765,2300 7th Ave,,,,
"14 East 23Rd Chicken, Llc",,1,Popeyes,1,No,NY,NY,1,646-726-4343,14 E 23rd St,,,,
"1411 Chicken, Corp.",,1,Popeyes,1,No,NY,NY,1,(646) 889-2940,1419 St Nicholas Ave,,,,
"145Th St. Ice Cream, Inc.",,1,Popeyes,1,No,NY,NY,1,(212) 862-0635,2730 Frederick Douglass Blvd,,,,
1530 Broadway Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(332) 267-2098,1530 Broadway,,,,
305 Sixth Chicken Llc,,1,Popeyes,1,No,NY,NY,1,929-581-1722,305 6th Ave,,,,
34 E 14Th Chicken Llc,,1,Popeyes,1,No,NY,NY,1,332-267-2155,34 E 14th St,,,,
39 1St Ave Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(646) 559-8914,39 1st Avenue,,,,
40Th Street Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(917) 475-1546,240 W 40th St,,,,
444 E 14Th Chicken Llc,,1,Popeyes,1,No,NY,NY,1,332-600-4733,444 E 14th St,,,,
934 Eighth Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(646) 410-0492,934 8th Ave,,,,
"95 Broadway Food, Llc",,1,Popeyes,1,No,NY,NY,1,(917) 409-3737,2534 Broadway,,,,
Dtt Food Inc.,,1,Popeyes,1,No,NY,NY,1,(212) 219-9191,96 Walker St,,,,
"Lr 1572 Food, Llc",,1,Popeyes,1,No,NY,NY,1,(646) 368-9951,1572 3rd Ave,,,,
Mersal Food Corp.,,1,Popeyes,1,No,NY,NY,1,(212) 725-7033,75 Lexington Ave,,,,
"Midtown Food 23Rd, Llc",,1,Popeyes,1,No,NY,NY,1,(917) 388-2023,252 8th Avenue,,,,
Mill-Pine Plaza Chicken Corp,,1,Popeyes,1,No,NY,NY,1,(716) 297-9900,8400 Niagara Falls Boulevard,,,,
142 Chicken Corp.,,1,Popeyes,1,No,NY,NY,1,(718) 323-3500,14202 Rockaway Blvd,,,,
"Patchogue Chicken, Llc",,1,Popeyes,1,No,NY,NY,1,(631) 730-7236,508 East Main Street,,,,
M&G Boston Post Road Corp.,,1,Popeyes,1,No,NY,NY,1,914 848-1530,275 Boston Post Road,,,,
"Poughkeepsie Chicken, Llc",,1,Popeyes,1,No,NY,NY,1,(845) 849-0112,535 Haight Avenue,,,,
21903 N Conduit Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(718) 413-5947,21903 N Conduit Ave,,,,
Atlantic 107 Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(347) 960-7566,107-20 Atlantic Avenue,,,,
Far Rock Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(718) 327-4754,1426 Cornaga Ave,,,,
"Jamaica Fast Food Operators, Inc.",,1,Popeyes,1,No,NY,NY,1,(718) 481-3142,21820 Jamaica Ave,,,,
Rego Park Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(718) 255-1713,9506 63rd Street,,,,
"Fresh Pond Food Services, Llc",,1,Popeyes,1,No,NY,NY,1,347-889-5100,62-59 - Fresh Pond Rd,,,,
"Riverhead Chicken, Llc.",,1,Popeyes,1,No,NY,NY,1,(631) 284-8302,212 Old COuntry Road,,,,
J P Chicken Corp.,,1,Popeyes,1,No,NY,NY,1,(718) 276-3010,24501 Francis Lewis Blvd,,,,
Farmers Chicken Corp,,1,Popeyes,1,No,NY,NY,1,(718) 723-7500,11713 Farmers Blvd,,,,
Sunrise Food Corp.,,1,Popeyes,1,No,NY,NY,1,(718) 322-2325,10413 Lefferts Blvd,,,,
Svz Llc,,1,Popeyes,1,No,NY,NY,1,(845) 262-1353,175 Route 59,,,,
"158 Page Ave Chicken, Llc",,1,Popeyes,1,No,NY,NY,1,(929) 473-2406,158 - Page Ave,,,,
Bg Nyc Mgmt Llc,,1,Popeyes,1,No,NY,NY,1,347-885-4287,2323 FOREST AVE,,,,
"Culinart, Inc.",,1,Popeyes,1,No,NY,NY,1,631-632-1515,100 - Nicolls Rd,,,,
"Pop Of Destiny, Inc.",,1,Popeyes,1,No,NY,NY,1,(315) 538-3886,1 Destiny USA Drive Space #B212,,,,
Tremont Chicken Bg Llc,,1,Popeyes,1,No,NY,NY,1,(347) 814-0680,631 E Tremont Ave,,,,
Wappingers Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(845) 218-0815,1490 US-9 N,,,,
West Babylon Chicken Llc.,,1,Popeyes,1,No,NY,NY,1,631-517-1160,713 - Sunrise Hwy,,,,
410 Hempstead Chicken Llc,,1,Popeyes,1,No,NY,NY,1,516-418-3215,410 - Hempstead Tpke,,,,
Palisades Favorite Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(845) 535-1585,3564 Palisades Center Dr,,,,
9220 Jamaica Ave Llc,,1,Popeyes,1,No,NY,NY,1,(718) 846-0950,9220 Jamaica Ave,,,,
Yonkers Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(914) 226-4742,1759 Central Park Avenue,,,,
"Avs Foods, Inc.",,1,Popeyes,1,No,NY,NY,1,(914) 219-4030,3379 - Crompond Rd,,,,
1630 Food Corp.,,1,Popeyes,1,No,NY,NY,1,(718) 872-6036,,,,,
352-354 Myrtle Ave Corp,,1,Popeyes,1,No,NY,NY,1,(718) 872-6036,,,,,
4930 Kings Highway Corp.,,1,Popeyes,1,No,NY,NY,1,(516) 770-4500,,,,,
120-32 Queens Corp,,1,Popeyes,1,No,NY,NY,1,(718) 872-6036,,,,,
3289 Westchester Avenue Corp,,1,Popeyes,1,No,NY,NY,1,(718) 872-6036,,,,,
