franchisee_name,name_variants,first_name,total_units,brands_operated,brand_count,is_multi_brand,primary_state,all_states,tier,instantly_sequence,messaging_note,apollo_search_hint,apollo_company,apollo_email,apollo_linkedin,apollo_title,restaurant_phone,sample_address
1361-0003,1361-0003 / 1361-0004 / 1361-0006 / 1361-0007 / 1361-0008 / 1362-0007 / 1617-0006,1361-0003,7,Little Caesars,1,No,TEXAS,TEXAS,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,1361-0003 Little Caesars franchisee TEXAS,,,,,,2580 CAMP WISDOM RD SUITE 500
Richard P Hanna,Richard Hanna / Richard P Hanna,Richard,7,McDonald's,1,No,AL,AL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Richard P Hanna McDonald's franchisee AL,,,,,205-507-0700,6501 INTERSTATE LN
Alex Madison,,Alex,7,McDonald's,1,No,TN,AR | TN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Alex Madison McDonald's franchisee TN,,,,,870-581-3411,2301 N WASHINGTON ST
Gregory L Madison,,Gregory,7,McDonald's,1,No,TN,AR | TN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Gregory L Madison McDonald's franchisee TN,,,,,870-578-9650,600 NORTH ILLINOIS STREET
Tashina Freeman,,Tashina,7,McDonald's,1,No,AZ,AZ,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Tashina Freeman McDonald's franchisee AZ,,,,,520-586-7337,618 S STATE HWY 90
Michael E Pegram,,Michael,7,McDonald's,1,No,AZ,AZ,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Michael E Pegram McDonald's franchisee AZ,,,,,480-899-7578,1900 W WARNER RD
Wayne E Stingley,,Wayne,7,McDonald's,1,No,AZ,AZ,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Wayne E Stingley McDonald's franchisee AZ,,,,,602-866-8525,1851 W BELL RD
Phyllis Goldblatt,,Phyllis,7,McDonald's,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Phyllis Goldblatt McDonald's franchisee CA,,,,,510-865-0200,715 CENTRAL AVE
Victor Quiroz,,Victor,7,McDonald's,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Victor Quiroz McDonald's franchisee CA,,,,,805-466-6300,6300 MORRO RD
Daniel P Kassity,,Daniel,7,McDonald's,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Daniel P Kassity McDonald's franchisee CA,,,,,530-885-0731,2865 BELL RD
Andrew Chang,,Andrew,7,McDonald's,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Andrew Chang McDonald's franchisee CA,,,,,323-771-1333,5725 FLORENCE AVE
Aladdin Dino Sammakieh,,Aladdin,7,McDonald's,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Aladdin Dino Sammakieh McDonald's franchisee CA,,,,,707-745-6340,1602 E 2ND ST
Michael S Teck,,Michael,7,McDonald's,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Michael S Teck McDonald's franchisee CA,,,,,818-340-0091,22200 SHERMAN WAY
Eddie Pui Lun Yuen,,Eddie,7,McDonald's,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Eddie Pui Lun Yuen McDonald's franchisee CA,,,,,909-606-4800,2559 CHINO HILLS PKY
Larry C Tripplett,,Larry,7,McDonald's,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Larry C Tripplett McDonald's franchisee CA,,,,,650-326-6090,2401 UNIVERSITY AVE
Anthony N Lardas,,Anthony,7,McDonald's,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Anthony N Lardas McDonald's franchisee CA,,,,,323-655-6116,6345 WILSHIRE BLVD
Carli M Schrader,,Carli,7,McDonald's,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Carli M Schrader McDonald's franchisee CA,,,,,209-707-3878,1360 E YOSEMITE AVE
Brenda Schmid,,Brenda,7,McDonald's,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Brenda Schmid McDonald's franchisee CA,,,,,619-223-0557,3805 MIDWAY DR
Peter Ou,,Peter,7,McDonald's,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Peter Ou McDonald's franchisee CA,,,,,415-452-8819,1201 OCEAN AVE
Jason Lessnau,,Jason,7,McDonald's,1,No,CO,CO,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Jason Lessnau McDonald's franchisee CO,,,,,303-671-2578,12900 E MISSISSIPPI AVE
Sarah K Hill,,Sarah,7,McDonald's,1,No,CO,CO,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Sarah K Hill McDonald's franchisee CO,,,,,303-466-9764,595 HWY 287
Michael S Sandoval,,Michael,7,McDonald's,1,No,CO,CO,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Michael S Sandoval McDonald's franchisee CO,,,,,303-288-9418,6050 PARKWAY DRIVE
Kevin T Napier,,Kevin,7,McDonald's,1,No,CO,CO,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Kevin T Napier McDonald's franchisee CO,,,,,719-391-1315,105 PLAZA
Mark W Furr,,Mark,7,McDonald's,1,No,MD,DC | MD,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Mark W Furr McDonald's franchisee MD,,,,,202-526-2835,2228 NEW YORK AVE NE
Jacquelyn Paris,,Jacquelyn,7,McDonald's,1,No,FL,FL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Jacquelyn Paris McDonald's franchisee FL,,,,,352-377-7170,2880 NW 13TH ST
Jose R Hernandez,,Jose,7,McDonald's,1,No,FL,FL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Jose R Hernandez McDonald's franchisee FL,,,,,727-863-2248,9441 ST RD 52
Samuel R Houston,,Samuel,7,McDonald's,1,No,FL,FL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Samuel R Houston McDonald's franchisee FL,,,,,321-727-1403,25 W HIBISCUS BLVD
Wendell C Morgan,,Wendell,7,McDonald's,1,No,GA,GA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Wendell C Morgan McDonald's franchisee GA,,,,,229-896-3034,110 W FOURTH ST
Lauren Mitchell,,Lauren,7,McDonald's,1,No,GA,GA | OH,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Lauren Mitchell McDonald's franchisee GA,,,,,770-998-7710,2950 HOLCOMB BRIDGE RD
Katherine Booth Morrison,,Katherine,7,McDonald's,1,No,GA,GA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Katherine Booth Morrison McDonald's franchisee GA,,,,,912-265-6640,1821 GLYNN AVE HWY 17
Stephanie Bishop,,Stephanie,7,McDonald's,1,No,IL,IL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Stephanie Bishop McDonald's franchisee IL,,,,,618-628-8375,1153 N GREEN MOUNT RD
Nicholas Kory,,Nicholas,7,McDonald's,1,No,IL,IL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Nicholas Kory McDonald's franchisee IL,,,,,630-969-7690,809 PLAINFIELD RD
Terry Clark,,Terry,7,McDonald's,1,No,IL,IL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Terry Clark McDonald's franchisee IL,,,,,309-382-1434,1124 WESLEY RD
Robert H Gilstrap,,Robert,7,McDonald's,1,No,MO,IL | MO,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Robert H Gilstrap McDonald's franchisee MO,,,,,217-222-8191,3201 E BROADWAY
Jeremy S Hamilton,,Jeremy,7,McDonald's,1,No,OH,IN | OH,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Jeremy S Hamilton McDonald's franchisee OH,,,,,765-478-5170,14243 FRONTAGE RD
Blake Kosanovich,,Blake,7,McDonald's,1,No,IN,IN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Blake Kosanovich McDonald's franchisee IN,,,,,317-984-3264,1015 S PERU
Peter Wojtowicz,,Peter,7,McDonald's,1,No,IN,IN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Peter Wojtowicz McDonald's franchisee IN,,,,,317-888-6258,2524 S COUNTY LINE RD E
David B Bates,,David,7,McDonald's,1,No,KS,KS,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,David B Bates McDonald's franchisee KS,,,,,913-856-8123,26240 W 174TH ST
Michael C Love,,Michael,7,McDonald's,1,No,KY,KY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Michael C Love McDonald's franchisee KY,,,,,270-527-2924,25 COMMERCE BLVD
Kristine Kenworthy,,Kristine,7,McDonald's,1,No,TN,KY | TN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Kristine Kenworthy McDonald's franchisee TN,,,,,270-472-0221,104 NOLAN AVE
Nagendra Jella,,Nagendra,7,McDonald's,1,No,KY,KY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Nagendra Jella McDonald's franchisee KY,,,,,502-935-2762,8600 DIXIE HWY
Ulric B Peter,,Ulric,7,McDonald's,1,No,KY,KY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Ulric B Peter McDonald's franchisee KY,,,,,502-630-2411,11600 BLUE GRASS PKY
Estof Ira Jean Salls,,Estof,7,McDonald's,1,No,KY,KY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Estof Ira Jean Salls McDonald's franchisee KY,,,,,502-239-8585,5630 BARDSTOWN RD
Christopher Mcenaney,,Christopher,7,McDonald's,1,No,KY,KY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Christopher Mcenaney McDonald's franchisee KY,,,,,270-821-8221,1400 N MAIN ST
Paula L Wright,,Paula,7,McDonald's,1,No,MA,MA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Paula L Wright McDonald's franchisee MA,,,,,978-264-2062,55 GREAT ROAD
Vern Chin,,Vern,7,McDonald's,1,No,MA,MA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Vern Chin McDonald's franchisee MA,,,,,617-566-4888,350 LONGWOOD AVE (LONGWOOD GALLERIA)
Taylor A Goble,,Taylor,7,McDonald's,1,No,ME,ME,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Taylor A Goble McDonald's franchisee ME,,,,,207-324-2177,1008 MAIN ST
Terri Marie Beebe,,Terri,7,McDonald's,1,No,MI,MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Terri Marie Beebe McDonald's franchisee MI,,,,,989-354-5522,1115 W CHISHOLM
Monique C Vann,,Monique,7,McDonald's,1,No,MI,MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Monique C Vann McDonald's franchisee MI,,,,,734-434-0434,4775 WASHTENAW BLVD
Gani Bardha,,Gani,7,McDonald's,1,No,MI,MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Gani Bardha McDonald's franchisee MI,,,,,248-335-9160,3950 BALDWIN RD
Jessica Saputo,,Jessica,7,McDonald's,1,No,MI,MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Jessica Saputo McDonald's franchisee MI,,,,,248-475-1806,3420 E WALTON
James A Luth,,James,7,McDonald's,1,No,MI,MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,James A Luth McDonald's franchisee MI,,,,,989-269-9331,871 N VAN DYKE
Keith A Berg,,Keith,7,McDonald's,1,No,MI,MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Keith A Berg McDonald's franchisee MI,,,,,269-964-2486,1695 MICHIGAN AVE
Michael P Maynard,,Michael,7,McDonald's,1,No,MI,MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Michael P Maynard McDonald's franchisee MI,,,,,269-964-2578,812 W COLUMBIA
Travis Van Poppelen,,Travis,7,McDonald's,1,No,MI,MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Travis Van Poppelen McDonald's franchisee MI,,,,,989-288-5985,8760 LANSING RD
Erika Schulz-Rogers,,Erika,7,McDonald's,1,No,MI,MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Erika Schulz-Rogers McDonald's franchisee MI,,,,,810-385-9080,4155 24TH AVE
Timothy O Baylor,,Timothy,7,McDonald's,1,No,MN,MN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Timothy O Baylor McDonald's franchisee MN,,,,,651-633-1257,1313 W COUNTY ROAD E
Mark J Proctor,,Mark,7,McDonald's,1,No,MO,MO,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Mark J Proctor McDonald's franchisee MO,,,,,314-832-1869,7259 WATSON RD
Melissa Crawshaw,,Melissa,7,McDonald's,1,No,MT,MT,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Melissa Crawshaw McDonald's franchisee MT,,,,,406-563-2218,150 VAN BUREN ST
Sherman Fan,,Sherman,7,McDonald's,1,No,NC,NC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Sherman Fan McDonald's franchisee NC,,,,,828-651-4467,382 LONG SHOALS RD
Thomas Smolar,,Thomas,7,McDonald's,1,No,NJ,NJ,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Thomas Smolar McDonald's franchisee NJ,,,,,609-298-9802,255 RT 130
Theresa M Santoro,,Theresa,7,McDonald's,1,No,NJ,NJ | PA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Theresa M Santoro McDonald's franchisee NJ,,,,,609-387-9191,615 YORK ST
Brian J. Alves Scari,,Brian,7,McDonald's,1,No,PA,NJ | PA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Brian J. Alves Scari McDonald's franchisee PA,,,,,973-448-1117,102 US HWY 206
Jose Noel De La Riva,,Jose,7,McDonald's,1,No,NM,NM,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Jose Noel De La Riva McDonald's franchisee NM,,,,,505-265-4275,925 SAN PEDRO DR NE
Colleen M Mclaughlin,,Colleen,7,McDonald's,1,No,NY,NY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Colleen M Mclaughlin McDonald's franchisee NY,,,,,315-488-5459,5288 W GENESEE ST
William R Marcellus,,William,7,McDonald's,1,No,NY,NY | VT,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,William R Marcellus McDonald's franchisee NY,,,,,518-298-3011,1044 RTE 11
Elisa Castiglione,,Elisa,7,McDonald's,1,No,NY,NY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Elisa Castiglione McDonald's franchisee NY,,,,,516-488-6680,1420 HEMPSTEAD TURNPIKE
William E Galloway,,William,7,McDonald's,1,No,OH,OH,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,William E Galloway McDonald's franchisee OH,,,,,440-293-6233,350 E MAIN
Chad M Nemesek,,Chad,7,McDonald's,1,No,WV,OH | WV,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Chad M Nemesek McDonald's franchisee WV,,,,,740-423-0024,1010 WASHINGT ON BLVD
Amy D Ansel,,Amy,7,McDonald's,1,No,OH,OH,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Amy D Ansel McDonald's franchisee OH,,,,,740-942-2279,663 LINCOLN AVE
Joel A Schmidt,,Joel,7,McDonald's,1,No,OH,OH,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Joel A Schmidt McDonald's franchisee OH,,,,,937-278-1707,3918 FREE PIKE
Martha Ball,,Martha,7,McDonald's,1,No,OK,OK,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Martha Ball McDonald's franchisee OK,,,,,580-363-3113,909 N 44TH
Joe Pany,,Joe,7,McDonald's,1,No,PA,PA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Joe Pany McDonald's franchisee PA,,,,,610-770-8996,3860 HAMILTON BLVD
Danielle A Dawkins-Alston,,Danielle,7,McDonald's,1,No,PA,PA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Danielle A Dawkins-Alston McDonald's franchisee PA,,,,,215-765-2520,2109 N BROAD ST
William T Massey,,William,7,McDonald's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,William T Massey McDonald's franchisee TX,,,,,817-354-5863,2100 CENTRAL PARK BOULEVARD
Anna E Oquin,,Anna,7,McDonald's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Anna E Oquin McDonald's franchisee TX,,,,,361-358-4770,2301 N SAINT MARY
Clifton C Johnson,,Clifton,7,McDonald's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Clifton C Johnson McDonald's franchisee TX,,,,,972-245-2924,2151 N JOSEY LN
Robert Wezeman,,Robert,7,McDonald's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Robert Wezeman McDonald's franchisee TX,,,,,361-275-9886,104 E BROADWAY ST
Laurie Glaser-Swift,,Laurie,7,McDonald's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Laurie Glaser-Swift McDonald's franchisee TX,,,,,281-493-1882,14450 MEMORIAL DR
Daniel H Jackson,,Daniel,7,McDonald's,1,No,VA,VA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Daniel H Jackson McDonald's franchisee VA,,,,,434-369-5885,404 MAIN ST
Jack D Bewley,,Jack,7,McDonald's,1,No,WA,WA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Jack D Bewley McDonald's franchisee WA,,,,,509-697-9787,499 S 1ST ST
Christopher Amistoso,,Christopher,7,McDonald's,1,No,WA,WA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Christopher Amistoso McDonald's franchisee WA,,,,,509-328-7716,6321 N MONROE ST
Erik Schroeder,,Erik,7,McDonald's,1,No,WI,WI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Erik Schroeder McDonald's franchisee WI,,,,,414-461-1040,5739 W SILVER SPRING DR
"White River Valley Pizza Hut, Ltd.",,White,7,Pizza Hut,1,No,IN,IN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"White River Valley Pizza Hut, Ltd. Pizza Hut franchisee IN",,,,,765/789-4200,204 E Walnut Ave
Mackinaw Food Services Corporation,,Mackinaw,7,Pizza Hut,1,No,MI,MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Mackinaw Food Services Corporation Pizza Hut franchisee MI,,,,,989/269-2291,790 N Van Dyke
Tasty Hut Of Sc Llc,,Tasty,7,Pizza Hut,1,No,SC,SC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Tasty Hut Of Sc Llc Pizza Hut franchisee SC,,,,,864/760-1812,105 Video Warehouse Way
"Triconn, Llc",,"Triconn,",7,Pizza Hut,1,No,VA,VA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Triconn, Llc Pizza Hut franchisee VA",,,,,540/898-8888,10512 Patriot Hwy.
